# SIMULACION DE COLISIONES MULTIPLES
# tiempo  id  x  y  velX  velY  masa
#--------------------------------------------------
339.6  1  641.831  28.0227  42.4264  -30.411  20
339.7  0  11.8273  40.7461  6.70243  -43.164  37
339.7  1  646.073  24.8835  42.4264  -31.392  20
339.8  0  12.4975  36.3316  6.70243  -44.145  37
339.8  1  650.316  21.6462  42.4264  -32.373  20
339.9  0  13.1678  31.819  6.70243  -45.126  37
339.9  1  654.558  18.3108  42.4264  -33.354  20
340  0  13.838  27.2083  6.70243  -46.107  37
340  1  658.801  14.8773  42.4264  -34.335  20
340.1  0  14.5082  22.4995  6.70243  -47.088  37
340.1  1  663.044  11.3457  42.4264  -35.316  20
340.2  0  15.1785  17.6926  6.70243  -48.069  37
340.2  1  667.286  7.71598  42.4264  -36.297  20
340.3  0  15.8487  12.7876  6.70243  -49.05  37
340.3  1  671.529  3.98818  42.4264  -37.278  20
340.4  0  16.519  7.78448  6.70243  -50.031  37
340.4  1  675.772  0.162275  42.4264  -38.259  20
340.5  0  17.1892  2.68328  6.70243  -51.012  37
340.5  1  680.014  -3.76172  42.4264  39.24  20
340.6  0  17.8595  -2.51602  6.70243  51.993  37
340.6  1  684.257  0.0641751  42.4264  38.259  20
340.7  0  18.5297  2.58518  6.70243  51.012  37
340.7  1  688.5  3.79198  42.4264  37.278  20
340.8  0  19.1999  7.58828  6.70243  50.031  37
340.8  1  692.742  7.42168  42.4264  36.297  20
340.9  0  19.8702  12.4933  6.70243  49.05  37
340.9  1  696.985  10.9533  42.4264  35.316  20
341  0  20.5404  17.3002  6.70243  48.069  37
341  1  701.227  14.3868  42.4264  34.335  20
341.1  0  21.2107  22.009  6.70243  47.088  37
341.1  1  705.47  17.7222  42.4264  33.354  20
341.2  0  21.8809  26.6197  6.70243  46.107  37
341.2  1  709.713  20.9595  42.4264  32.373  20
341.3  0  22.5512  31.1323  6.70243  45.126  37
341.3  1  713.955  24.0987  42.4264  31.392  20
341.4  0  23.2214  35.5468  6.70243  44.145  37
341.4  1  718.198  27.1398  42.4264  30.411  20
341.5  0  23.8916  39.8632  6.70243  43.164  37
341.5  1  722.441  30.0828  42.4264  29.43  20
341.6  0  24.5619  44.0815  6.70243  42.183  37
341.6  1  726.683  32.9277  42.4264  28.449  20
341.7  0  25.2321  48.2017  6.70243  41.202  37
341.7  1  730.926  35.6745  42.4264  27.468  20
341.8  0  25.9024  52.2238  6.70243  40.221  37
341.8  1  735.169  38.3232  42.4264  26.487  20
341.9  0  26.5726  56.1478  6.70243  39.24  37
341.9  1  739.411  40.8738  42.4264  25.506  20
342  0  27.2428  59.9737  6.70243  38.259  37
342  1  743.654  43.3263  42.4264  24.525  20
342.1  0  27.9131  63.7015  6.70243  37.278  37
342.1  1  747.897  45.6807  42.4264  23.544  20
342.2  0  28.5833  67.3312  6.70243  36.297  37
342.2  1  752.139  47.937  42.4264  22.563  20
342.3  0  29.2536  70.8628  6.70243  35.316  37
342.3  1  756.382  50.0952  42.4264  21.582  20
342.4  0  29.9238  74.2963  6.70243  34.335  37
342.4  1  760.624  52.1553  42.4264  20.601  20
342.5  0  30.5941  77.6317  6.70243  33.354  37
342.5  1  764.867  54.1173  42.4264  19.62  20
342.6  0  31.2643  80.869  6.70243  32.373  37
342.6  1  769.11  55.9812  42.4264  18.639  20
342.7  0  31.9345  84.0082  6.70243  31.392  37
342.7  1  773.352  57.747  42.4264  17.658  20
342.8  0  32.6048  87.0493  6.70243  30.411  37
342.8  1  777.595  59.4147  42.4264  16.677  20
342.9  0  33.275  89.9923  6.70243  29.43  37
342.9  1  781.838  60.9843  42.4264  15.696  20
343  0  33.9453  92.8372  6.70243  28.449  37
343  1  786.08  62.4558  42.4264  14.715  20
343.1  0  34.6155  95.584  6.70243  27.468  37
343.1  1  790.323  63.8292  42.4264  13.734  20
343.2  0  35.2858  98.2327  6.70243  26.487  37
343.2  1  794.566  65.1045  42.4264  12.753  20
343.3  0  35.956  100.783  6.70243  25.506  37
343.3  1  798.808  66.2817  42.4264  11.772  20
343.4  0  36.6262  103.236  6.70243  24.525  37
343.4  1  803.051  67.3608  42.4264  10.791  20
343.5  0  37.2965  105.59  6.70243  23.544  37
343.5  1  807.294  68.3418  42.4264  9.81  20
343.6  0  37.9667  107.846  6.70243  22.563  37
343.6  1  811.536  69.2247  42.4264  8.829  20
343.7  0  38.637  110.005  6.70243  21.582  37
343.7  1  815.779  70.0095  42.4264  7.848  20
343.8  0  39.3072  112.065  6.70243  20.601  37
343.8  1  820.021  70.6962  42.4264  6.867  20
343.9  0  39.9775  114.027  6.70243  19.62  37
343.9  1  824.264  71.2848  42.4264  5.886  20
344  0  40.6477  115.891  6.70243  18.639  37
344  1  828.507  71.7753  42.4264  4.905  20
344.1  0  41.3179  117.656  6.70243  17.658  37
344.1  1  832.749  72.1677  42.4264  3.924  20
344.2  0  41.9882  119.324  6.70243  16.677  37
344.2  1  836.992  72.462  42.4264  2.943  20
344.3  0  42.6584  120.894  6.70243  15.696  37
344.3  1  841.235  72.6582  42.4264  1.962  20
344.4  0  43.3287  122.365  6.70243  14.715  37
344.4  1  845.477  72.7563  42.4264  0.981  20
344.5  0  43.9989  123.739  6.70243  13.734  37
344.5  1  849.72  72.7563  42.4264  1.11022e-15  20
344.6  0  44.6692  125.014  6.70243  12.753  37
344.6  1  853.963  72.6582  42.4264  -0.981  20
344.7  0  45.3394  126.191  6.70243  11.772  37
344.7  1  858.205  72.462  42.4264  -1.962  20
344.8  0  46.0096  127.27  6.70243  10.791  37
344.8  1  862.448  72.1677  42.4264  -2.943  20
344.9  0  46.6799  128.251  6.70243  9.81  37
344.9  1  866.69  71.7753  42.4264  -3.924  20
345  0  47.3501  129.134  6.70243  8.829  37
345  1  870.933  71.2848  42.4264  -4.905  20
345.1  0  48.0204  129.919  6.70243  7.848  37
345.1  1  875.176  70.6962  42.4264  -5.886  20
345.2  0  48.6906  130.606  6.70243  6.867  37
345.2  1  879.418  70.0095  42.4264  -6.867  20
345.3  0  49.3609  131.194  6.70243  5.886  37
345.3  1  883.661  69.2247  42.4264  -7.848  20
345.4  0  50.0311  131.685  6.70243  4.905  37
345.4  1  887.904  68.3418  42.4264  -8.829  20
345.5  0  50.7013  132.077  6.70243  3.924  37
345.5  1  892.146  67.3608  42.4264  -9.81  20
345.6  0  51.3716  132.371  6.70243  2.943  37
345.6  1  896.389  66.2817  42.4264  -10.791  20
345.7  0  52.0418  132.568  6.70243  1.962  37
345.7  1  900.632  65.1045  42.4264  -11.772  20
345.8  0  52.7121  132.666  6.70243  0.981  37
345.8  1  904.874  63.8292  42.4264  -12.753  20
345.9  0  53.3823  132.666  6.70243  1.11022e-15  37
345.9  1  909.117  62.4558  42.4264  -13.734  20
346  0  54.0526  132.568  6.70243  -0.981  37
346  1  913.36  60.9843  42.4264  -14.715  20
346.1  0  54.7228  132.371  6.70243  -1.962  37
346.1  1  917.602  59.4147  42.4264  -15.696  20
346.2  0  55.393  132.077  6.70243  -2.943  37
346.2  1  921.845  57.747  42.4264  -16.677  20
346.3  0  56.0633  131.685  6.70243  -3.924  37
346.3  1  926.087  55.9812  42.4264  -17.658  20
346.4  0  56.7335  131.194  6.70243  -4.905  37
346.4  1  930.33  54.1173  42.4264  -18.639  20
346.5  0  57.4038  130.606  6.70243  -5.886  37
346.5  1  934.573  52.1553  42.4264  -19.62  20
346.6  0  58.074  129.919  6.70243  -6.867  37
346.6  1  938.815  50.0952  42.4264  -20.601  20
346.7  0  58.7442  129.134  6.70243  -7.848  37
346.7  1  943.058  47.937  42.4264  -21.582  20
346.8  0  59.4145  128.251  6.70243  -8.829  37
346.8  1  947.301  45.6807  42.4264  -22.563  20
346.9  0  60.0847  127.27  6.70243  -9.81  37
346.9  1  951.543  43.3263  42.4264  -23.544  20
347  0  60.755  126.191  6.70243  -10.791  37
347  1  955.786  40.8738  42.4264  -24.525  20
347.1  0  61.4252  125.014  6.70243  -11.772  37
347.1  1  960.029  38.3232  42.4264  -25.506  20
347.2  0  62.0955  123.739  6.70243  -12.753  37
347.2  1  964.271  35.6745  42.4264  -26.487  20
347.3  0  62.7657  122.365  6.70243  -13.734  37
347.3  1  968.514  32.9277  42.4264  -27.468  20
347.4  0  63.4359  120.894  6.70243  -14.715  37
347.4  1  972.756  30.0828  42.4264  -28.449  20
347.5  0  64.1062  119.324  6.70243  -15.696  37
347.5  1  976.999  27.1398  42.4264  -29.43  20
347.6  0  64.7764  117.656  6.70243  -16.677  37
347.6  1  981.242  24.0987  42.4264  -30.411  20
347.7  0  65.4467  115.891  6.70243  -17.658  37
347.7  1  985.484  20.9595  42.4264  -31.392  20
347.8  0  66.1169  114.027  6.70243  -18.639  37
347.8  1  989.727  17.7222  42.4264  -32.373  20
347.9  0  66.7872  112.065  6.70243  -19.62  37
347.9  1  993.97  14.3868  42.4264  -33.354  20
348  0  67.4574  110.005  6.70243  -20.601  37
348  1  998.212  10.9533  42.4264  -34.335  20
348.1  0  68.1276  107.846  6.70243  -21.582  37
348.1  1  1002.45  7.42168  -42.4264  -35.316  20
348.2  0  68.7979  105.59  6.70243  -22.563  37
348.2  1  998.212  3.79198  -42.4264  -36.297  20
348.3  0  69.4681  103.236  6.70243  -23.544  37
348.3  1  993.97  0.0641751  -42.4264  -37.278  20
348.4  0  70.1384  100.783  6.70243  -24.525  37
348.4  1  989.727  -3.76172  -42.4264  38.259  20
348.5  0  70.8086  98.2327  6.70243  -25.506  37
348.5  1  985.484  -0.0339249  -42.4264  -37.278  20
348.6  0  71.4789  95.584  6.70243  -26.487  37
348.6  1  981.242  -3.85982  -42.4264  38.259  20
348.7  0  72.1491  92.8372  6.70243  -27.468  37
348.7  1  976.999  -0.132025  -42.4264  -37.278  20
348.8  0  72.8193  89.9923  6.70243  -28.449  37
348.8  1  972.756  -3.95792  -42.4264  38.259  20
348.9  0  73.4896  87.0493  6.70243  -29.43  37
348.9  1  968.514  -0.230125  -42.4264  -37.278  20
349  0  74.1598  84.0082  6.70243  -30.411  37
349  1  964.271  -4.05602  -42.4264  38.259  20
349.1  0  74.8301  80.869  6.70243  -31.392  37
349.1  1  960.029  -0.328225  -42.4264  -37.278  20
349.2  0  75.5003  77.6317  6.70243  -32.373  37
349.2  1  955.786  -4.15412  -42.4264  38.259  20
349.3  0  76.1706  74.2963  6.70243  -33.354  37
349.3  1  951.543  -0.426325  -42.4264  -37.278  20
349.4  0  76.8408  70.8628  6.70243  -34.335  37
349.4  1  947.301  -4.25222  -42.4264  38.259  20
349.5  0  77.511  67.3312  6.70243  -35.316  37
349.5  1  943.058  -0.524425  -42.4264  -37.278  20
349.6  0  78.1813  63.7015  6.70243  -36.297  37
349.6  1  938.815  -4.35032  -42.4264  38.259  20
349.7  0  78.8515  59.9737  6.70243  -37.278  37
349.7  1  934.573  -0.622525  -42.4264  -37.278  20
349.8  0  79.5218  56.1478  6.70243  -38.259  37
349.8  1  930.33  -4.44842  -42.4264  38.259  20
349.9  0  80.192  52.2238  6.70243  -39.24  37
349.9  1  926.087  -0.720625  -42.4264  -37.278  20
350  0  80.8623  48.2017  6.70243  -40.221  37
350  1  921.845  -4.54652  -42.4264  38.259  20
350.1  0  81.5325  44.0815  6.70243  -41.202  37
350.1  1  917.602  -0.818725  -42.4264  -37.278  20
350.2  0  82.2027  39.8632  6.70243  -42.183  37
350.2  1  913.36  -4.64462  -42.4264  38.259  20
350.3  0  82.873  35.5468  6.70243  -43.164  37
350.3  1  909.117  -0.916825  -42.4264  -37.278  20
350.4  0  83.5432  31.1323  6.70243  -44.145  37
350.4  1  904.874  -4.74272  -42.4264  38.259  20
350.5  0  84.2135  26.6197  6.70243  -45.126  37
350.5  1  900.632  -1.01492  -42.4264  -37.278  20
350.6  0  84.8837  22.009  6.70243  -46.107  37
350.6  1  896.389  -4.84082  -42.4264  38.259  20
350.7  0  85.554  17.3002  6.70243  -47.088  37
350.7  1  892.146  -1.11302  -42.4264  -37.278  20
350.8  0  86.2242  12.4933  6.70243  -48.069  37
350.8  1  887.904  -4.93892  -42.4264  38.259  20
350.9  0  86.8944  7.58828  6.70243  -49.05  37
350.9  1  883.661  -1.21112  -42.4264  -37.278  20
351  0  87.5647  2.58518  6.70243  -50.031  37
351  1  879.418  -5.03702  -42.4264  38.259  20
351.1  0  88.2349  -2.51602  6.70243  51.012  37
351.1  1  875.176  -1.30922  -42.4264  -37.278  20
351.2  0  88.9052  2.48708  6.70243  50.031  37
351.2  1  870.933  -5.13512  -42.4264  38.259  20
351.3  0  89.5754  7.39208  6.70243  49.05  37
351.3  1  866.69  -1.40732  -42.4264  -37.278  20
351.4  0  90.2457  12.199  6.70243  48.069  37
351.4  1  862.448  -5.23322  -42.4264  38.259  20
351.5  0  90.9159  16.9078  6.70243  47.088  37
351.5  1  858.205  -1.50542  -42.4264  -37.278  20
351.6  0  91.5861  21.5185  6.70243  46.107  37
351.6  1  853.963  -5.33132  -42.4264  38.259  20
351.7  0  92.2564  26.0311  6.70243  45.126  37
351.7  1  849.72  -1.60352  -42.4264  -37.278  20
351.8  0  92.9266  30.4456  6.70243  44.145  37
351.8  1  845.477  -5.42942  -42.4264  38.259  20
351.9  0  93.5969  34.762  6.70243  43.164  37
351.9  1  841.235  -1.70162  -42.4264  -37.278  20
352  0  94.2671  38.9803  6.70243  42.183  37
352  1  836.992  -5.52752  -42.4264  38.259  20
352.1  0  94.9373  43.1005  6.70243  41.202  37
352.1  1  832.749  -1.79972  -42.4264  -37.278  20
352.2  0  95.6076  47.1226  6.70243  40.221  37
352.2  1  828.507  -5.62562  -42.4264  38.259  20
352.3  0  96.2778  51.0466  6.70243  39.24  37
352.3  1  824.264  -1.89782  -42.4264  -37.278  20
352.4  0  96.9481  54.8725  6.70243  38.259  37
352.4  1  820.021  -5.72372  -42.4264  38.259  20
352.5  0  97.6183  58.6003  6.70243  37.278  37
352.5  1  815.779  -1.99592  -42.4264  -37.278  20
352.6  0  98.2886  62.23  6.70243  36.297  37
352.6  1  811.536  -5.82182  -42.4264  38.259  20
352.7  0  98.9588  65.7616  6.70243  35.316  37
352.7  1  807.294  -2.09402  -42.4264  -37.278  20
352.8  0  99.629  69.1951  6.70243  34.335  37
352.8  1  803.051  -5.91992  -42.4264  38.259  20
352.9  0  100.299  72.5305  6.70243  33.354  37
352.9  1  798.808  -2.19212  -42.4264  -37.278  20
353  0  100.97  75.7678  6.70243  32.373  37
353  1  794.566  -6.01802  -42.4264  38.259  20
353.1  0  101.64  78.907  6.70243  31.392  37
353.1  1  790.323  -2.29022  -42.4264  -37.278  20
353.2  0  102.31  81.9481  6.70243  30.411  37
353.2  1  786.08  -6.11612  -42.4264  38.259  20
353.3  0  102.98  84.8911  6.70243  29.43  37
353.3  1  781.838  -2.38832  -42.4264  -37.278  20
353.4  0  103.651  87.736  6.70243  28.449  37
353.4  1  777.595  -6.21422  -42.4264  38.259  20
353.5  0  104.321  90.4828  6.70243  27.468  37
353.5  1  773.352  -2.48642  -42.4264  -37.278  20
353.6  0  104.991  93.1315  6.70243  26.487  37
353.6  1  769.11  -6.31232  -42.4264  38.259  20
353.7  0  105.661  95.6821  6.70243  25.506  37
353.7  1  764.867  -2.58452  -42.4264  -37.278  20
353.8  0  106.331  98.1346  6.70243  24.525  37
353.8  1  760.624  -6.41042  -42.4264  38.259  20
353.9  0  107.002  100.489  6.70243  23.544  37
353.9  1  756.382  -2.68262  -42.4264  -37.278  20
354  0  107.672  102.745  6.70243  22.563  37
354  1  752.139  -6.50852  -42.4264  38.259  20
354.1  0  108.342  104.903  6.70243  21.582  37
354.1  1  747.897  -2.78072  -42.4264  -37.278  20
354.2  0  109.012  106.964  6.70243  20.601  37
354.2  1  743.654  -6.60662  -42.4264  38.259  20
354.3  0  109.683  108.926  6.70243  19.62  37
354.3  1  739.411  -2.87882  -42.4264  -37.278  20
354.4  0  110.353  110.789  6.70243  18.639  37
354.4  1  735.169  -6.70472  -42.4264  38.259  20
354.5  0  111.023  112.555  6.70243  17.658  37
354.5  1  730.926  -2.97692  -42.4264  -37.278  20
354.6  0  111.693  114.223  6.70243  16.677  37
354.6  1  726.683  -6.80282  -42.4264  38.259  20
354.7  0  112.364  115.793  6.70243  15.696  37
354.7  1  722.441  -3.07502  -42.4264  -37.278  20
354.8  0  113.034  117.264  6.70243  14.715  37
354.8  1  718.198  -6.90092  -42.4264  38.259  20
354.9  0  113.704  118.637  6.70243  13.734  37
354.9  1  713.955  -3.17312  -42.4264  -37.278  20
355  0  114.374  119.913  6.70243  12.753  37
355  1  709.713  -6.99902  -42.4264  38.259  20
355.1  0  115.045  121.09  6.70243  11.772  37
355.1  1  705.47  -3.27122  -42.4264  -37.278  20
355.2  0  115.715  122.169  6.70243  10.791  37
355.2  1  701.227  -7.09712  -42.4264  38.259  20
355.3  0  116.385  123.15  6.70243  9.81  37
355.3  1  696.985  -3.36932  -42.4264  -37.278  20
355.4  0  117.055  124.033  6.70243  8.829  37
355.4  1  692.742  -7.19522  -42.4264  38.259  20
355.5  0  117.726  124.818  6.70243  7.848  37
355.5  1  688.5  -3.46742  -42.4264  -37.278  20
355.6  0  118.396  125.504  6.70243  6.867  37
355.6  1  684.257  -7.29332  -42.4264  38.259  20
355.7  0  119.066  126.093  6.70243  5.886  37
355.7  1  680.014  -3.56552  -42.4264  -37.278  20
355.8  0  119.736  126.584  6.70243  4.905  37
355.8  1  675.772  -7.39142  -42.4264  38.259  20
355.9  0  120.407  126.976  6.70243  3.924  37
355.9  1  671.529  -3.66362  -42.4264  -37.278  20
356  0  121.077  127.27  6.70243  2.943  37
356  1  667.286  -7.48952  -42.4264  38.259  20
356.1  0  121.747  127.466  6.70243  1.962  37
356.1  1  663.044  -3.76172  -42.4264  -37.278  20
356.2  0  122.417  127.565  6.70243  0.981  37
356.2  1  658.801  -7.58762  -42.4264  38.259  20
356.3  0  123.088  127.565  6.70243  1.11022e-15  37
356.3  1  654.558  -3.85982  -42.4264  -37.278  20
356.4  0  123.758  127.466  6.70243  -0.981  37
356.4  1  650.316  -7.68572  -42.4264  38.259  20
356.5  0  124.428  127.27  6.70243  -1.962  37
356.5  1  646.073  -3.95792  -42.4264  -37.278  20
356.6  0  125.098  126.976  6.70243  -2.943  37
356.6  1  641.831  -7.78382  -42.4264  38.259  20
356.7  0  125.769  126.584  6.70243  -3.924  37
356.7  1  637.588  -4.05602  -42.4264  -37.278  20
356.8  0  126.439  126.093  6.70243  -4.905  37
356.8  1  633.345  -7.88192  -42.4264  38.259  20
356.9  0  127.109  125.504  6.70243  -5.886  37
356.9  1  629.103  -4.15412  -42.4264  -37.278  20
357  0  127.779  124.818  6.70243  -6.867  37
357  1  624.86  -7.98002  -42.4264  38.259  20
357.1  0  128.449  124.033  6.70243  -7.848  37
357.1  1  620.617  -4.25222  -42.4264  -37.278  20
357.2  0  129.12  123.15  6.70243  -8.829  37
357.2  1  616.375  -8.07812  -42.4264  38.259  20
357.3  0  129.79  122.169  6.70243  -9.81  37
357.3  1  612.132  -4.35032  -42.4264  -37.278  20
357.4  0  130.46  121.09  6.70243  -10.791  37
357.4  1  607.889  -8.17622  -42.4264  38.259  20
357.5  0  131.13  119.913  6.70243  -11.772  37
357.5  1  603.647  -4.44842  -42.4264  -37.278  20
357.6  0  131.801  118.637  6.70243  -12.753  37
357.6  1  599.404  -8.27432  -42.4264  38.259  20
357.7  0  132.471  117.264  6.70243  -13.734  37
357.7  1  595.161  -4.54652  -42.4264  -37.278  20
357.8  0  133.141  115.793  6.70243  -14.715  37
357.8  1  590.919  -8.37242  -42.4264  38.259  20
357.9  0  133.811  114.223  6.70243  -15.696  37
357.9  1  586.676  -4.64462  -42.4264  -37.278  20
358  0  134.482  112.555  6.70243  -16.677  37
358  1  582.434  -8.47052  -42.4264  38.259  20
358.1  0  135.152  110.789  6.70243  -17.658  37
358.1  1  578.191  -4.74272  -42.4264  -37.278  20
358.2  0  135.822  108.926  6.70243  -18.639  37
358.2  1  573.948  -8.56862  -42.4264  38.259  20
358.3  0  136.492  106.964  6.70243  -19.62  37
358.3  1  569.706  -4.84082  -42.4264  -37.278  20
358.4  0  137.163  104.903  6.70243  -20.601  37
358.4  1  565.463  -8.66672  -42.4264  38.259  20
358.5  0  137.833  102.745  6.70243  -21.582  37
358.5  1  561.22  -4.93892  -42.4264  -37.278  20
358.6  0  138.503  100.489  6.70243  -22.563  37
358.6  1  556.978  -8.76482  -42.4264  38.259  20
358.7  0  139.173  98.1346  6.70243  -23.544  37
358.7  1  552.735  -5.03702  -42.4264  -37.278  20
358.8  0  139.844  95.6821  6.70243  -24.525  37
358.8  1  548.492  -8.86292  -42.4264  38.259  20
358.9  0  140.514  93.1315  6.70243  -25.506  37
358.9  1  544.25  -5.13512  -42.4264  -37.278  20
359  0  141.184  90.4828  6.70243  -26.487  37
359  1  540.007  -8.96102  -42.4264  38.259  20
359.1  0  141.854  87.736  6.70243  -27.468  37
359.1  1  535.765  -5.23322  -42.4264  -37.278  20
359.2  0  142.525  84.8911  6.70243  -28.449  37
359.2  1  531.522  -9.05912  -42.4264  38.259  20
359.3  0  143.195  81.9481  6.70243  -29.43  37
359.3  1  527.279  -5.33132  -42.4264  -37.278  20
359.4  0  143.865  78.907  6.70243  -30.411  37
359.4  1  523.037  -9.15722  -42.4264  38.259  20
359.5  0  144.535  75.7678  6.70243  -31.392  37
359.5  1  518.794  -5.42942  -42.4264  -37.278  20
359.6  0  145.206  72.5305  6.70243  -32.373  37
359.6  1  514.551  -9.25532  -42.4264  38.259  20
359.7  0  145.876  69.1951  6.70243  -33.354  37
359.7  1  510.309  -5.52752  -42.4264  -37.278  20
359.8  0  146.546  65.7616  6.70243  -34.335  37
359.8  1  506.066  -9.35342  -42.4264  38.259  20
359.9  0  147.216  62.23  6.70243  -35.316  37
359.9  1  501.823  -5.62562  -42.4264  -37.278  20
360  0  147.887  58.6003  6.70243  -36.297  37
360  1  497.581  -9.45152  -42.4264  38.259  20
360.1  0  148.557  54.8725  6.70243  -37.278  37
360.1  1  493.338  -5.72372  -42.4264  -37.278  20
360.2  0  149.227  51.0466  6.70243  -38.259  37
360.2  1  489.095  -9.54962  -42.4264  38.259  20
360.3  0  149.897  47.1226  6.70243  -39.24  37
360.3  1  484.853  -5.82182  -42.4264  -37.278  20
360.4  0  150.567  43.1005  6.70243  -40.221  37
360.4  1  480.61  -9.64772  -42.4264  38.259  20
360.5  0  151.238  38.9803  6.70243  -41.202  37
360.5  1  476.368  -5.91992  -42.4264  -37.278  20
360.6  0  151.908  34.762  6.70243  -42.183  37
360.6  1  472.125  -9.74582  -42.4264  38.259  20
360.7  0  152.578  30.4456  6.70243  -43.164  37
360.7  1  467.882  -6.01802  -42.4264  -37.278  20
360.8  0  153.248  26.0311  6.70243  -44.145  37
360.8  1  463.64  -9.84392  -42.4264  38.259  20
360.9  0  153.919  21.5185  6.70243  -45.126  37
360.9  1  459.397  -6.11612  -42.4264  -37.278  20
361  0  154.589  16.9078  6.70243  -46.107  37
361  1  455.154  -9.94202  -42.4264  38.259  20
361.1  0  155.259  12.199  6.70243  -47.088  37
361.1  1  450.912  -6.21422  -42.4264  -37.278  20
361.2  0  155.929  7.39208  6.70243  -48.069  37
361.2  1  446.669  -10.0401  -42.4264  38.259  20
361.3  0  156.6  2.48708  6.70243  -49.05  37
361.3  1  442.426  -6.31232  -42.4264  -37.278  20
361.4  0  157.27  -2.51602  6.70243  50.031  37
361.4  1  438.184  -10.1382  -42.4264  38.259  20
361.5  0  157.94  2.38898  6.70243  49.05  37
361.5  1  433.941  -6.41042  -42.4264  -37.278  20
361.6  0  158.61  7.19588  6.70243  48.069  37
361.6  1  429.698  -10.2363  -42.4264  38.259  20
361.7  0  159.281  11.9047  6.70243  47.088  37
361.7  1  425.456  -6.50852  -42.4264  -37.278  20
361.8  0  159.951  16.5154  6.70243  46.107  37
361.8  1  421.213  -10.3344  -42.4264  38.259  20
361.9  0  160.621  21.028  6.70243  45.126  37
361.9  1  416.971  -6.60662  -42.4264  -37.278  20
362  0  161.291  25.4425  6.70243  44.145  37
362  1  412.728  -10.4325  -42.4264  38.259  20
362.1  0  161.962  29.7589  6.70243  43.164  37
362.1  1  408.485  -6.70472  -42.4264  -37.278  20
362.2  0  162.632  33.9772  6.70243  42.183  37
362.2  1  404.243  -10.5306  -42.4264  38.259  20
362.3  0  163.302  38.0974  6.70243  41.202  37
362.3  1  400  -6.80282  -42.4264  -37.278  20
362.4  0  163.972  42.1195  6.70243  40.221  37
362.4  1  395.757  -10.6287  -42.4264  38.259  20
362.5  0  164.643  46.0435  6.70243  39.24  37
362.5  1  391.515  -6.90092  -42.4264  -37.278  20
362.6  0  165.313  49.8694  6.70243  38.259  37
362.6  1  387.272  -10.7268  -42.4264  38.259  20
362.7  0  165.983  53.5972  6.70243  37.278  37
362.7  1  383.029  -6.99902  -42.4264  -37.278  20
362.8  0  166.653  57.2269  6.70243  36.297  37
362.8  1  378.787  -10.8249  -42.4264  38.259  20
362.9  0  167.324  60.7585  6.70243  35.316  37
362.9  1  374.544  -7.09712  -42.4264  -37.278  20
363  0  167.994  64.192  6.70243  34.335  37
363  1  370.302  -10.923  -42.4264  38.259  20
363.1  0  168.664  67.5274  6.70243  33.354  37
363.1  1  366.059  -7.19522  -42.4264  -37.278  20
363.2  0  169.334  70.7647  6.70243  32.373  37
363.2  1  361.816  -11.0211  -42.4264  38.259  20
363.3  0  170.005  73.9039  6.70243  31.392  37
363.3  1  357.574  -7.29332  -42.4264  -37.278  20
363.4  0  170.675  76.945  6.70243  30.411  37
363.4  1  353.331  -11.1192  -42.4264  38.259  20
363.5  0  171.345  79.888  6.70243  29.43  37
363.5  1  349.088  -7.39142  -42.4264  -37.278  20
363.6  0  172.015  82.7329  6.70243  28.449  37
363.6  1  344.846  -11.2173  -42.4264  38.259  20
363.7  0  172.685  85.4797  6.70243  27.468  37
363.7  1  340.603  -7.48952  -42.4264  -37.278  20
363.8  0  173.356  88.1284  6.70243  26.487  37
363.8  1  336.36  -11.3154  -42.4264  38.259  20
363.9  0  174.026  90.679  6.70243  25.506  37
363.9  1  332.118  -7.58762  -42.4264  -37.278  20
364  0  174.696  93.1315  6.70243  24.525  37
364  1  327.875  -11.4135  -42.4264  38.259  20
364.1  0  175.366  95.4859  6.70243  23.544  37
364.1  1  323.632  -7.68572  -42.4264  -37.278  20
364.2  0  176.037  97.7422  6.70243  22.563  37
364.2  1  319.39  -11.5116  -42.4264  38.259  20
364.3  0  176.707  99.9004  6.70243  21.582  37
364.3  1  315.147  -7.78382  -42.4264  -37.278  20
364.4  0  177.377  101.96  6.70243  20.601  37
364.4  1  310.905  -11.6097  -42.4264  38.259  20
364.5  0  178.047  103.922  6.70243  19.62  37
364.5  1  306.662  -7.88192  -42.4264  -37.278  20
364.6  0  178.718  105.786  6.70243  18.639  37
364.6  1  302.419  -11.7078  -42.4264  38.259  20
364.7  0  179.388  107.552  6.70243  17.658  37
364.7  1  298.177  -7.98002  -42.4264  -37.278  20
364.8  0  180.058  109.22  6.70243  16.677  37
364.8  1  293.934  -11.8059  -42.4264  38.259  20
364.9  0  180.728  110.789  6.70243  15.696  37
364.9  1  289.691  -8.07812  -42.4264  -37.278  20
365  0  181.399  112.261  6.70243  14.715  37
365  1  285.449  -11.904  -42.4264  38.259  20
365.1  0  182.069  113.634  6.70243  13.734  37
365.1  1  281.206  -8.17622  -42.4264  -37.278  20
365.2  0  182.739  114.91  6.70243  12.753  37
365.2  1  276.963  -12.0021  -42.4264  38.259  20
365.3  0  183.409  116.087  6.70243  11.772  37
365.3  1  272.721  -8.27432  -42.4264  -37.278  20
365.4  0  184.08  117.166  6.70243  10.791  37
365.4  1  268.478  -12.1002  -42.4264  38.259  20
